,year,state,district,chloride,sdp,ginivalue,intercept,sdp2,sdp3
8419,2015,uttarpradesh,pratapgarh,119.9,792048.75936,0.23,1,627341237203.7152,4.968848486225701e+17
8420,2016,uttarpradesh,pratapgarh,73.086365,888453.00797,,1,789348747370.9409,7.012992689390642e+17
8421,2016,uttarpradesh,pratapgarh,73.086365,888453.00797,0.23,1,789348747370.9409,7.012992689390642e+17
8422,2017,rajasthan,pratapgarh,131.39999,557618.206976,,1,310938064751.12915,1.7338472614711203e+17
8423,2017,rajasthan,pratapgarh,131.39999,557618.206976,0.23,1,310938064751.12915,1.7338472614711203e+17
8424,2018,uttarpradesh,pratapgarh,133.0,949184.454018,,1,900951127749.4489,8.55168804289762e+17
8425,2018,uttarpradesh,pratapgarh,133.0,949184.454018,0.23,1,900951127749.4489,8.55168804289762e+17
8426,2000,uttarpradesh,prayagraj,119.0,351084.1089774,0.37,1,123260051576.45488,4.327464538022803e+16
8427,2001,uttarpradesh,prayagraj,,357471.0467097,0.37,1,127785549235.72853,4.5679634039669784e+16
8428,2002,uttarpradesh,prayagraj,59.25,369038.1836814,0.37,1,136189181014.86674,5.025900799878383e+16
8429,2003,uttarpradesh,prayagraj,,388468.8674867,0.37,1,150908061006.3993,5.862308355376977e+16
8430,2004,uttarpradesh,prayagraj,26.799999,407921.4919919,0.37,1,166399943628.89777,6.787811327246803e+16
8431,2005,uttarpradesh,prayagraj,75.285713,431731.0483276,0.37,1,186391698090.0485,8.047108321597816e+16
8432,2006,uttarpradesh,prayagraj,,466023.3283118,0.37,1,217177742530.80777,1.0120989440945019e+17
8433,2007,uttarpradesh,prayagraj,,495889.8633084,0.37,1,245906756532.02362,1.2194266788327718e+17
8434,2008,uttarpradesh,prayagraj,,533571.8096457,0.37,1,284698876048.58716,1.519072944973415e+17
8435,2009,uttarpradesh,prayagraj,,566760.9860888,0.37,1,321218015352.34894,1.820538391305846e+17
8436,2010,uttarpradesh,prayagraj,,612018.7067716,0.37,1,374566897438.38165,2.2924194816968883e+17
8437,2011,uttarpradesh,prayagraj,,645131.553217,0.37,1,416194720956.1789,2.6850034677117558e+17
8438,2012,uttarpradesh,prayagraj,,673552.189347,0.37,1,453672551774.1369,3.0557214049411014e+17
8439,2013,uttarpradesh,prayagraj,,707469.104121,0.37,1,500512533285.7704,3.540971535250162e+17
8440,2014,uttarpradesh,prayagraj,,729686.3008,0.37,1,532442097575.18805,3.885157045698316e+17
8441,2015,uttarpradesh,prayagraj,,792048.75936,0.37,1,627341237203.7152,4.968848486225701e+17
8442,2016,uttarpradesh,prayagraj,32.764706,888453.00797,0.37,1,789348747370.9409,7.012992689390642e+17
8443,2017,uttarpradesh,prayagraj,284.0,922457.512487,0.37,1,850927862343.7037,7.849447992034533e+17
8444,2018,uttarpradesh,prayagraj,57.200001,949184.454018,0.37,1,900951127749.4489,8.55168804289762e+17
8445,2000,pondicherry,puducherry,145.66667,7081.5210164,0.32,1,50147939.90571489,355123690371.48425
8446,2001,pondicherry,puducherry,125.66666,7561.4788705,0.32,1,57175962.709017955,432334833924.7352
8447,2002,pondicherry,puducherry,104.0,8311.4130174,0.32,1,69079586.34580618,574148973191.1407
8448,2003,pondicherry,puducherry,,8684.2374219,0.32,1,75415979.59992835,654930272250.9447
8449,2004,pondicherry,puducherry,,7499.3414697,0.32,1,56240122.47916216,421763882768.9879
8450,2005,pondicherry,puducherry,165.66667,9498.9731529,0.32,1,90230490.95951496,857097011197.4188
8451,2006,pondicherry,puducherry,166.5,9855.5489551,0.32,1,97131845.20637268,957287655530.6012
8452,2007,pondicherry,puducherry,155.33333,10634.723182,0.32,1,113097337.1577682,1202758873294.1875
8453,2008,pondicherry,puducherry,,11610.3709591,0.32,1,134800713.80791268,1565086292861.3396
8454,2009,pondicherry,puducherry,103.75,13703.2180624,0.32,1,187778185.2656856,2573165420057.436
8455,2010,pondicherry,puducherry,143.75,14619.8164933,0.32,1,213739034.29776675,3124825458888.5044
8456,2011,pondicherry,puducherry,126.66666,15159.56,0.32,1,229812259.3936,3483852735012.8423
8457,2012,pondicherry,puducherry,139.33333,15507.37,0.32,1,240478524.3169,3729189453636.166
8458,2013,pondicherry,puducherry,160.0,17238.51,0.32,1,297166227.02009994,5122702976148.263
8459,2014,pondicherry,puducherry,,16054.682471,0.32,1,257752829.24463466,4138139829524.492
8460,2015,pondicherry,puducherry,171.66667,17024.664974,0.32,1,289839217.4769424,4934415573871.27
8461,2016,pondicherry,puducherry,91.412498,18283.791161,0.32,1,334297019.2190618,6112216885146.129
8462,2017,pondicherry,puducherry,334.33334,20024.157788,0.32,1,400966895.11872107,8029024375621.718
8463,2018,pondicherry,puducherry,295.75427,23467.781203,0.32,1,550736754.5918801,12924569657212.547
8464,2000,tamilnadu,pudukkottai,1220.4736,288498.4181227,0.27,1,83231337259.30025,2.401210913754506e+16
8465,2001,tamilnadu,pudukkottai,1099.7142,282908.7883863,0.27,1,80037382546.20425,2.264327892175744e+16
8466,2002,tamilnadu,pudukkottai,1417.9474,284324.4625843,0.27,1,80840400023.85103,2.2984903291881276e+16
8467,2003,tamilnadu,pudukkottai,,302043.2235134,0.27,1,91230108870.36572,2.755543616468369e+16
8468,2004,tamilnadu,pudukkottai,1165.2778,337921.4310494,0.27,1,114190893562.47441,3.858755016544107e+16
8469,2005,tamilnadu,pudukkottai,916.28571,386683.3228327,0.27,1,149523992156.93808,5.7818434130455384e+16
8470,2006,tamilnadu,pudukkottai,1005.4445,447233.0158785,0.27,1,200017370491.77866,8.945437183312546e+16
8471,2007,tamilnadu,pudukkottai,1502.421,475248.285301,0.27,1,225860932681.54068,1.073400209733868e+17
8472,2008,tamilnadu,pudukkottai,,500383.6189228,0.27,1,250383766086.27792,1.2528793499377158e+17
8473,2009,tamilnadu,pudukkottai,507.75,552763.7099191,0.27,1,305547719003.527,1.688956907137083e+17
8474,2010,tamilnadu,pudukkottai,1254.7142,628151.2480917,0.27,1,394573990479.16046,2.478521445840072e+17
8475,2011,tamilnadu,pudukkottai,925.88892,674478.350422,0.27,1,454921045187.9823,3.068343961306424e+17
8476,2012,tamilnadu,pudukkottai,360.38461,709343.134844,0.27,1,503167682950.3132,3.5691854157616704e+17
8477,2013,tamilnadu,pudukkottai,1378.75,750416.162318,0.27,1,563124416668.075,4.2257766366361914e+17
8478,2014,tamilnadu,pudukkottai,460.84,791915.097307,0.27,1,627129521342.7552,4.966333359182403e+17
8479,2015,tamilnadu,pudukkottai,745.38464,862436.980516,0.27,1,743797545361.5553,6.414785091368323e+17
8480,2016,tamilnadu,pudukkottai,695.88953,922084.307219,0.27,1,850239469619.5431,7.839924723143863e+17
8481,2017,tamilnadu,pudukkottai,653.0769,1000308.163451,0.27,1,1000616421866.7125,1.0009247752764023e+18
8482,2018,tamilnadu,pudukkottai,333.6239,1071601.897325,0.27,1,1148330626350.5398,1.2305532779536443e+18
8483,2000,jammuandkashmir,pulwama,,37710.4595607,0.2,1,1422078760.27919,53627243581638.79
8484,2001,jammuandkashmir,pulwama,,38436.6507774,0.2,1,1477376122.983804,56785390105997.625
8485,2002,jammuandkashmir,pulwama,,40393.0315924,0.2,1,1631597001.2246246,65905149216531.37
8486,2003,jammuandkashmir,pulwama,,42468.6378311,0.2,1,1803585199.2291381,76595806623594.61
8487,2004,jammuandkashmir,pulwama,25.0,44761.0175673,0.2,1,2003548693.660139,89680878273862.44
8488,2005,jammuandkashmir,pulwama,,46834.3043584,0.2,1,2193452064.7352448,102728801595371.36
8489,2006,jammuandkashmir,pulwama,,49569.355377,0.2,1,2457120992.4913187,121797903681089.12
8490,2007,jammuandkashmir,pulwama,,52630.6396764,0.2,1,2769984232.7470503,145786042063019.3
8491,2008,jammuandkashmir,pulwama,,55926.4637485,0.2,1,3127769347.4122844,174925079021722.62
8492,2009,jammuandkashmir,pulwama,,58635.1689627,0.2,1,3438083039.2843776,201592579916232.62
8493,2010,jammuandkashmir,pulwama,,61986.6628807,0.2,1,3842346375.0855513,238174229423307.75
8494,2011,jammuandkashmir,pulwama,,65319.127928,0.2,1,4266588473.27443,278689838301942.7
8495,2012,jammuandkashmir,pulwama,25.0,67315.562709,0.2,1,4531384982.829312,305032729970267.5
8496,2013,jammuandkashmir,pulwama,16.0,70535.826401,0.2,1,4975302806.072008,350937095021503.4
8497,2014,jammuandkashmir,pulwama,49.0,67153.762872,0.2,1,4509627867.868807,302838480479824.8
8498,2015,jammuandkashmir,pulwama,29.700001,80602.310279,0.2,1,6496732422.312189,523651642502846.25
8499,2016,jammuandkashmir,pulwama,17.5,82635.73144,0.2,1,6828664110.623805,564291653539475.2
8500,2017,jammuandkashmir,pulwama,,87590.682903,0.2,1,7672127731.413896,672006907313587.2
8501,2018,jammuandkashmir,pulwama,,93071.821797,0.2,1,8662364012.612524,806221999722618.6
8502,2000,maharashtra,pune,112.54762,462181.6751331,0.37,1,213611900828.8384,9.872750615343816e+16
8503,2001,maharashtra,pune,91.15625,478508.6139339,0.37,1,228970493608.94217,1.0956435352857584e+17
8504,2002,maharashtra,pune,96.0,511507.1640366,0.37,1,261639578860.7652,1.3383051898280035e+17
8505,2003,maharashtra,pune,,551012.7797041,0.37,1,303615083397.239,1.672957910628048e+17
8506,2004,maharashtra,pune,118.64117,599027.6349564,0.37,1,358834107441.45807,2.1495154672234736e+17
8507,2005,maharashtra,pune,96.196503,685815.548872,0.37,1,470342967074.60254,3.2256852012235354e+17
8508,2006,maharashtra,pune,104.85307,780279.6914051,0.37,1,608836396819.2382,4.7506267582630816e+17
8509,2007,maharashtra,pune,108.97436,871095.9483975,0.37,1,758808151314.5399,6.609947062210929e+17
8510,2008,maharashtra,pune,109.07692,884778.747654,0.37,1,782833432300.1805,6.92634383852236e+17
8511,2009,maharashtra,pune,95.0,970265.1970352,0.37,1,941414552577.7554,9.134217763486605e+17
8512,2010,maharashtra,pune,,1080814.5878042,0.37,1,1168160173210.3625,1.2625645560976407e+18
8513,2011,maharashtra,pune,,1126594.697875,0.37,1,1269215613280.0627,1.429891580381485e+18
8514,2012,maharashtra,pune,146.0,1189710.839782,0.37,1,1415411882294.7917,1.6839308591223583e+18
8515,2013,maharashtra,pune,109.25,1267551.269731,0.37,1,1606686221396.6704,2.0365571599906524e+18
8516,2014,maharashtra,pune,121.08,1345341.463303,0.37,1,1809943652882.2573,2.434992242464593e+18
8517,2015,maharashtra,pune,87.75,1452513.394888,0.37,1,2109795162329.0632,3.064505733752867e+18
8518,2016,maharashtra,pune,121.02409,1596120.747603,0.37,1,2547601440928.7593,4.066279516489691e+18
8519,2017,maharashtra,pune,73.627907,1661065.007215,0.37,1,2759136958194.168,4.5831058513699686e+18
8520,2018,maharashtra,pune,68.737549,1728577.953055,0.37,1,2987981739787.8135,5.164959359528137e+18
8521,2000,westbengal,purbabardhaman,84.071426,247972.2633412,0.31,1,61490243386.55745,1.5247874825965906e+16
8522,2001,westbengal,purbabardhaman,48.0,265880.2771468,0.31,1,70692321775.65918,1.8795694105863028e+16
8523,2002,westbengal,purbabardhaman,90.85714,275199.4805728,0.31,1,75734754107.53891,2.084216499170344e+16
8524,2003,westbengal,purbabardhaman,,291369.4648514,0.31,1,84896165047.79121,2.4736150177911056e+16
8525,2004,westbengal,purbabardhaman,69.040001,310686.6401106,0.31,1,96526188343.21347,2.9989397139035956e+16
8526,2005,westbengal,purbabardhaman,60.049999,330249.3539621,0.31,1,109064635792.38441,3.601852551054668e+16
8527,2006,westbengal,purbabardhaman,21.0,356170.7914031,0.31,1,126857632648.71059,4.5182983416014984e+16
8528,2007,westbengal,purbabardhaman,58.466667,383881.2012807,0.31,1,147364776696.7133,5.65705675047964e+16
8529,2008,westbengal,purbabardhaman,45.666668,399354.6414195,0.31,1,159484129623.29742,6.3690727397813e+16
8530,2009,westbengal,purbabardhaman,61.967743,430366.1837455,0.31,1,185215052111.66547,7.971029514952138e+16
8531,2010,westbengal,purbabardhaman,86.555557,456461.6610105,0.31,1,208357247972.4646,9.510709549308782e+16
8532,2011,westbengal,purbabardhaman,119.8,473204.651118,0.31,1,223922641839.70807,1.0596123560917992e+17
8533,2012,westbengal,purbabardhaman,75.5,492901.166371,0.31,1,242951559809.8922,1.1975110720194965e+17
8534,2013,westbengal,purbabardhaman,62.75,503951.567141,0.31,1,253967182023.86984,1.2798715938331282e+17
8535,2014,westbengal,purbabardhaman,,515701.602897,0.31,1,265948143230.53506,1.3714988375146786e+17
8536,2015,westbengal,purbabardhaman,,546988.050863,0.31,1,299195927786.9039,1.6365659736630544e+17
8537,2016,westbengal,purbabardhaman,79.476189,584910.827282,0.31,1,342120675871.7136,2.00110087554401e+17
8538,2017,westbengal,purbabardhaman,70.0625,623786.822041,0.31,1,389109999352.0102,2.42721689920166e+17
8539,2018,westbengal,purbabardhaman,84.431252,659287.894247,0.31,1,434660527500.64343,2.8656642388818944e+17
8540,2000,bihar,purbichamparan,18.0,110614.8384025,0.23,1,12235642474.811188,1353443615102004.8
8541,2001,bihar,purbichamparan,53.275002,104271.4311831,0.23,1,10872531360.971958,1133694405591684.0
8542,2002,bihar,purbichamparan,,117457.1421273,0.23,1,13796180236.712753,1620459902877417.2
8543,2003,bihar,purbichamparan,,109882.9860909,0.23,1,12074270632.252922,1326756911941610.2
8544,2004,bihar,purbichamparan,,123786.1184561,0.23,1,15323003122.42762,1896775079616015.5
8545,2005,bihar,purbichamparan,,120702.783321,0.23,1,14569161901.436275,1758538392157631.0
8546,2006,bihar,purbichamparan,,141591.8828573,0.23,1,20048261291.075363,2838671064218484.5
8547,2007,bihar,purbichamparan,64.75,148922.2741187,0.23,1,22177843728.685226,3302774923124953.0
8548,2008,bihar,purbichamparan,62.645454,171625.470485,0.23,1,29455302119.197605,5055280084485107.0
8549,2009,bihar,purbichamparan,47.025002,179834.9465579,0.23,1,32340608003.482746,5815971511956313.0
8550,2010,bihar,purbichamparan,40.68,207295.1926379,0.23,1,42971296890.78407,8907743266875478.0
8551,2011,bihar,purbichamparan,40.0,228497.44453,0.23,1,52211082156.74043,1.193009884896107e+16
8552,2012,bihar,purbichamparan,31.0,236932.551245,0.23,1,56137033839.464554,1.3300690646911236e+16
8553,2013,bihar,purbichamparan,35.81818,246914.742009,0.23,1,60966889821.37103,1.5053623871334958e+16
8554,2014,bihar,purbichamparan,,255738.812159,0.23,1,65402340044.496284,1.6725916755398478e+16
8555,2015,bihar,purbichamparan,,269199.601108,0.23,1,72468425236.7063,1.9508471166646256e+16
8556,2016,bihar,purbichamparan,41.510689,289264.874311,0.23,1,83674167510.15863,2.420399754790359e+16
8557,2017,bihar,purbichamparan,,312605.136484,0.23,1,97721971356.18028,3.0548390193284276e+16
8558,2018,bihar,purbichamparan,,345545.451065,0.23,1,119401658751.7143,4.125870003127031e+16
8559,2000,jharkhand,purbisinghbhum,54.0,65731.2805286,0.26,1,4320601239.929508,283998652154023.5
8560,2001,jharkhand,purbisinghbhum,,70259.9668104,0.26,1,4936462936.19851,346835722058077.0
8561,2002,jharkhand,purbisinghbhum,89.658752,72227.2458811,0.26,1,5216775047.568876,376793294067144.4
8562,2003,jharkhand,purbisinghbhum,,77692.7317203,0.26,1,6036160562.16251,468965803176747.06
8563,2004,jharkhand,purbisinghbhum,69.883331,90933.6538866,0.26,1,8268929409.167964,751923964906007.5
8564,2005,jharkhand,purbisinghbhum,115.2,86858.7727437,0.26,1,7544446402.541722,655301355555396.4
8565,2006,jharkhand,purbisinghbhum,95.300003,88314.3261633,0.26,1,7799420205.677733,688800539928855.6
8566,2007,jharkhand,purbisinghbhum,123.3375,107985.9699481,0.26,1,11660969705.631956,1259221124198077.0
8567,2008,jharkhand,purbisinghbhum,76.014282,103643.8360002,0.26,1,10742044740.836353,1113346723426053.9
8568,2009,jharkhand,purbisinghbhum,101.45454,113916.5552988,0.26,1,12976981571.144558,1478293038760797.5
8569,2010,jharkhand,purbisinghbhum,81.666664,130488.9543595,0.26,1,17027367209.835674,2221883342706694.0
8570,2011,jharkhand,purbisinghbhum,101.524,137383.47,0.26,1,18874217829.240902,2593005538916982.5
8571,2012,jharkhand,purbisinghbhum,69.875,149526.29,0.26,1,22358111401.1641,3343125449222770.0
8572,2013,jharkhand,purbisinghbhum,65.10125,150609.33,0.26,1,22683170283.048897,3416297078605904.5
8573,2014,jharkhand,purbisinghbhum,145.345,170568.0,0.26,1,29093442624.0,4962410321490432.0
8574,2015,jharkhand,purbisinghbhum,32.0,158231.12,0.26,1,25037087336.4544,3961646370784996.0
8575,2016,jharkhand,purbisinghbhum,71.25,176363.12,0.26,1,31103950096.1344,5485589683278562.0
8576,2017,jharkhand,purbisinghbhum,66.0,191573.07,0.26,1,36700241149.2249,7030777866697343.0
8577,2018,jharkhand,purbisinghbhum,43.0,208701.46,0.26,1,43556299406.1316,9090263278256796.0
8578,2000,odisha,puri,147.52174,98181.5544719,0.22,1,9639617638.518667,946432644264508.6
8579,2001,odisha,puri,,104158.690779,0.22,1,10849032864.79534,1130021059415426.2
8580,2002,odisha,puri,78.167374,103410.2356615,0.22,1,10693676839.566967,1105835642067544.6
8581,2003,odisha,puri,,118510.6459277,0.22,1,14044773198.200676,1664455143626811.0
8582,2004,odisha,puri,82.663155,133986.5968318,0.22,1,17952408130.56732,2405382070350252.0
8583,2005,odisha,puri,,139934.2737927,0.22,1,19581600981.890324,2740137113099244.0
8584,2006,odisha,puri,,157355.6063099,0.22,1,24760786837.156242,3896248625470911.5
8585,2007,odisha,puri,,170849.5885002,0.22,1,29189581890.687675,4987028054516880.0
8586,2008,odisha,puri,176.69687,183688.625707,0.22,1,33741511214.126343,6197931824200197.0
8587,2009,odisha,puri,122.54285,185167.8378527,0.22,1,34287128175.0438,6348873390351252.0
8588,2010,odisha,puri,,196839.6778694,0.22,1,38745858783.729164,7626722361762511.0
8589,2011,odisha,puri,,204225.949639,0.22,1,41708238505.95136,8517904616647824.0
8590,2012,odisha,puri,130.62857,216301.072227,0.22,1,46786153846.549866,1.0119895242386118e+16
8591,2013,odisha,puri,139.23514,233121.873955,0.22,1,54345808116.2909,1.2669196629668582e+16
8592,2014,odisha,puri,173.40962,235930.737717,0.22,1,55663312999.68785,1.3132686499788632e+16
8593,2015,odisha,puri,126.74545,253191.672643,0.22,1,64106023095.76007,1.6231111214106282e+16
8594,2016,odisha,puri,127.52542,293348.24823,0.22,1,86053194739.60971,2.5243553931459564e+16
8595,2017,odisha,puri,177.6207,316191.890506,0.22,1,99977311621.75832,3.161201516939125e+16
8596,2018,odisha,puri,109.5,338339.411038,0.22,1,114473557061.54073,3.873091587562658e+16
8597,2000,bihar,purnia,52.5,110614.8384025,0.18,1,12235642474.811188,1353443615102004.8
8598,2001,bihar,purnia,21.333334,104271.4311831,0.18,1,10872531360.971958,1133694405591684.0
8599,2002,bihar,purnia,,117457.1421273,0.18,1,13796180236.712753,1620459902877417.2
8600,2003,bihar,purnia,,109882.9860909,0.18,1,12074270632.252922,1326756911941610.2
8601,2004,bihar,purnia,75.0,123786.1184561,0.18,1,15323003122.42762,1896775079616015.5
8602,2005,bihar,purnia,85.400002,120702.783321,0.18,1,14569161901.436275,1758538392157631.0
8603,2006,bihar,purnia,,141591.8828573,0.18,1,20048261291.075363,2838671064218484.5
8604,2007,bihar,purnia,73.5,148922.2741187,0.18,1,22177843728.685226,3302774923124953.0
8605,2008,bihar,purnia,138.60001,171625.470485,0.18,1,29455302119.197605,5055280084485107.0
8606,2009,bihar,purnia,74.0,179834.9465579,0.18,1,32340608003.482746,5815971511956313.0
8607,2010,bihar,purnia,,207295.1926379,0.18,1,42971296890.78407,8907743266875478.0
8608,2011,bihar,purnia,93.822861,228497.44453,0.18,1,52211082156.74043,1.193009884896107e+16
8609,2012,bihar,purnia,102.49572,236932.551245,0.18,1,56137033839.464554,1.3300690646911236e+16
8610,2013,bihar,purnia,97.5,246914.742009,0.18,1,60966889821.37103,1.5053623871334958e+16
8611,2014,bihar,purnia,,255738.812159,0.18,1,65402340044.496284,1.6725916755398478e+16
